locus_tag	ftype	length_bp	gene	EC_number	COG	product
FMKKACNK_02692	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
FMKKACNK_02693	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
FMKKACNK_02694	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
FMKKACNK_02695	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
FMKKACNK_02696	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
FMKKACNK_02697	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
FMKKACNK_02698	CDS	1665	fdrA		COG0074	Protein FdrA
FMKKACNK_02699	CDS	1260				hypothetical protein
FMKKACNK_02700	CDS	810				hypothetical protein
FMKKACNK_02701	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
FMKKACNK_02702	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
FMKKACNK_02703	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FMKKACNK_02704	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
FMKKACNK_02705	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
FMKKACNK_02706	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FMKKACNK_02707	CDS	825				hypothetical protein
FMKKACNK_02708	CDS	438				hypothetical protein
FMKKACNK_02709	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
FMKKACNK_02710	CDS	213	ybcJ		COG2501	putative protein YbcJ
FMKKACNK_02711	CDS	867	folD		COG0190	Bifunctional protein FolD protein
FMKKACNK_02712	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
FMKKACNK_02713	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
FMKKACNK_02714	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
FMKKACNK_02715	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
FMKKACNK_02716	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
FMKKACNK_02717	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
FMKKACNK_02718	CDS	519	sfmF			putative fimbrial-like protein SfmF
FMKKACNK_02719	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
FMKKACNK_02720	CDS	723				hypothetical protein
FMKKACNK_02721	CDS	309				hypothetical protein
FMKKACNK_02722	CDS	597				hypothetical protein
FMKKACNK_02723	tRNA	77				tRNA-Arg(tct)
FMKKACNK_02724	CDS	273				hypothetical protein
FMKKACNK_02725	CDS	219				hypothetical protein
FMKKACNK_02726	CDS	159				hypothetical protein
FMKKACNK_02727	CDS	1641				hypothetical protein
FMKKACNK_02728	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
FMKKACNK_02729	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
FMKKACNK_02730	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
FMKKACNK_02731	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
FMKKACNK_02732	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
FMKKACNK_02733	CDS	237	rclB			putative protein RclB
FMKKACNK_02734	CDS	561	rclC		COG3059	Inner membrane protein RclC
FMKKACNK_02735	CDS	1176				hypothetical protein
FMKKACNK_02736	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
FMKKACNK_02737	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
FMKKACNK_02738	CDS	1971	lip-1	3.1.1.3		Lipase 1
FMKKACNK_02739	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
FMKKACNK_02740	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
FMKKACNK_02741	CDS	1062				hypothetical protein
FMKKACNK_02742	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
FMKKACNK_02743	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
FMKKACNK_02744	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
FMKKACNK_02745	CDS	450				hypothetical protein
FMKKACNK_02746	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
FMKKACNK_02747	CDS	369				hypothetical protein
FMKKACNK_02748	CDS	582	betI			HTH-type transcriptional regulator BetI
FMKKACNK_02749	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
FMKKACNK_02750	CDS	249				hypothetical protein
FMKKACNK_02751	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
FMKKACNK_02752	CDS	705				hypothetical protein
FMKKACNK_02753	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
FMKKACNK_02754	CDS	1215	fes_1		COG2382	Enterochelin esterase
FMKKACNK_02755	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
FMKKACNK_02756	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
FMKKACNK_02757	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
FMKKACNK_02758	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
FMKKACNK_02759	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
FMKKACNK_02760	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
FMKKACNK_02761	CDS	1245	entS		COG0477	Enterobactin exporter EntS
FMKKACNK_02762	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
FMKKACNK_02763	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
FMKKACNK_02764	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
FMKKACNK_02765	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
FMKKACNK_02766	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
FMKKACNK_02767	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
FMKKACNK_02768	CDS	2106	cstA		COG1966	Peptide transporter CstA
FMKKACNK_02769	CDS	198				hypothetical protein
FMKKACNK_02770	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
FMKKACNK_02771	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
FMKKACNK_02772	CDS	618	ybdM		COG1475	putative protein YbdM
FMKKACNK_02773	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
FMKKACNK_02774	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
FMKKACNK_02775	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
FMKKACNK_02776	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
FMKKACNK_02777	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
FMKKACNK_02778	rRNA	78				5S ribosomal RNA (partial)
FMKKACNK_02779	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
FMKKACNK_02780	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FMKKACNK_02781	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
FMKKACNK_02782	tRNA	76				tRNA-Thr(tgt)
FMKKACNK_02783	tRNA	85				tRNA-Tyr(gta)
FMKKACNK_02784	tRNA	75				tRNA-Gly(tcc)
FMKKACNK_02785	tRNA	76				tRNA-Thr(ggt)
FMKKACNK_02786	CDS	1110				hypothetical protein
FMKKACNK_02787	CDS	1530				hypothetical protein
FMKKACNK_02788	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
FMKKACNK_02789	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
FMKKACNK_02790	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
FMKKACNK_02791	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
FMKKACNK_02792	CDS	1398	narK		COG2223	Nitrate/nitrite transporter NarK
FMKKACNK_02793	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
FMKKACNK_02794	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
FMKKACNK_02795	CDS	1425				Invasin
FMKKACNK_02796	CDS	354	ychN		COG1553	Protein YchN
FMKKACNK_02797	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
FMKKACNK_02798	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
FMKKACNK_02799	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
FMKKACNK_02800	CDS	810				hypothetical protein
FMKKACNK_02801	CDS	390	ychQ		COG3094	Protein YchQ
FMKKACNK_02802	CDS	834	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FMKKACNK_02803	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
FMKKACNK_02804	CDS	1257	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
FMKKACNK_02805	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
FMKKACNK_02806	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FMKKACNK_02807	CDS	948	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FMKKACNK_02808	CDS	1659	dauA		COG0659	C4-dicarboxylic acid transporter DauA
FMKKACNK_02809	CDS	279				hypothetical protein
FMKKACNK_02810	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FMKKACNK_02811	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
FMKKACNK_02812	CDS	1266				hypothetical protein
FMKKACNK_02813	CDS	1119	hyaA	1.12.99.6	COG1740	Hydrogenase-1 small chain
FMKKACNK_02814	CDS	1794	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
FMKKACNK_02815	CDS	732	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
FMKKACNK_02816	CDS	597	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
FMKKACNK_02817	CDS	405	hyaE			Hydrogenase-1 operon protein HyaE
FMKKACNK_02818	CDS	849				hypothetical protein
FMKKACNK_02819	CDS	1545	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
FMKKACNK_02820	CDS	1137	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
FMKKACNK_02821	CDS	90	appX			Putative cytochrome bd-II ubiquinol oxidase subunit AppX
FMKKACNK_02822	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
FMKKACNK_02823	CDS	1713	treA	3.2.1.28	COG1626	Periplasmic trehalase
FMKKACNK_02824	CDS	255				hypothetical protein
FMKKACNK_02825	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
FMKKACNK_02826	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
FMKKACNK_02827	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
FMKKACNK_02828	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
FMKKACNK_02829	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
FMKKACNK_02830	CDS	1299	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
FMKKACNK_02831	CDS	1533				hypothetical protein
FMKKACNK_02832	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
FMKKACNK_02833	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
FMKKACNK_02834	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
FMKKACNK_02835	CDS	342	yeaR_1		COG3615	putative protein YeaR
FMKKACNK_02836	CDS	174	gnsA			Protein GnsA
FMKKACNK_02837	CDS	138				hypothetical protein
FMKKACNK_02838	CDS	447				hypothetical protein
FMKKACNK_02839	CDS	660	ycgM		COG0179	putative protein YcgM
FMKKACNK_02840	CDS	294	ycgL		COG3100	Protein YcgL
FMKKACNK_02841	CDS	708	minC		COG0850	Septum site-determining protein MinC
FMKKACNK_02842	CDS	813	minD		COG2894	Septum site-determining protein MinD
FMKKACNK_02843	CDS	267	minE		COG0851	Cell division topological specificity factor
FMKKACNK_02844	CDS	1173	rnd	3.1.13.5	COG0349	Ribonuclease D
FMKKACNK_02845	CDS	246				IS200/IS605 family transposase IS200F
FMKKACNK_02846	tRNA	77				tRNA-Arg(acg)
FMKKACNK_02847	tRNA	77				tRNA-Arg(acg)
FMKKACNK_02848	tRNA	77				tRNA-Arg(acg)
FMKKACNK_02849	tRNA	93				tRNA-Ser(gct)
FMKKACNK_02850	CDS	186	csrA		COG1551	Carbon storage regulator
FMKKACNK_02851	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
FMKKACNK_02852	CDS	540	recX		COG2137	Regulatory protein RecX
FMKKACNK_02853	CDS	1062	recA		COG0468	Protein RecA
FMKKACNK_02854	CDS	498	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
FMKKACNK_02855	CDS	246				hypothetical protein
FMKKACNK_02856	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
FMKKACNK_02857	CDS	564	srlA_1		COG3730	PTS system glucitol/sorbitol-specific EIIC component
FMKKACNK_02858	CDS	972	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
FMKKACNK_02859	CDS	363	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
FMKKACNK_02860	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
FMKKACNK_02861	CDS	360				hypothetical protein
FMKKACNK_02862	CDS	774	srlR_1		COG1349	Glucitol operon repressor
FMKKACNK_02863	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
FMKKACNK_02864	CDS	1521	norR_4		COG3604	Anaerobic nitric oxide reductase transcription regulator NorR
FMKKACNK_02865	CDS	1440	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
FMKKACNK_02866	CDS	1134	norW	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
FMKKACNK_02867	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
FMKKACNK_02868	CDS	546	hyfA_2	1.-.-.-	COG1142	Hydrogenase-4 component A
FMKKACNK_02869	CDS	810				hypothetical protein
FMKKACNK_02870	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
FMKKACNK_02871	CDS	411				hypothetical protein
FMKKACNK_02872	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
FMKKACNK_02873	CDS	543	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FMKKACNK_02874	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
FMKKACNK_02875	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
FMKKACNK_02876	CDS	1827	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
FMKKACNK_02877	CDS	609	hyfA_3	1.-.-.-	COG1142	Hydrogenase-4 component A
FMKKACNK_02878	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
FMKKACNK_02879	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
FMKKACNK_02880	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
FMKKACNK_02881	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
FMKKACNK_02882	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
FMKKACNK_02883	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
FMKKACNK_02884	CDS	2079	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
FMKKACNK_02885	CDS	345				hypothetical protein
FMKKACNK_02886	CDS	918			COG0803	putative periplasmic iron-binding protein
FMKKACNK_02887	CDS	822	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
FMKKACNK_02888	CDS	861	mntB_2			Manganese transport system membrane protein MntB
FMKKACNK_02889	CDS	849	mntB_3			Manganese transport system membrane protein MntB
FMKKACNK_02890	CDS	867	yopJ			Effector protein YopJ
FMKKACNK_02891	CDS	756				hypothetical protein
FMKKACNK_02892	CDS	888	rhaR_6			HTH-type transcriptional activator RhaR
FMKKACNK_02893	CDS	453				hypothetical protein
FMKKACNK_02894	CDS	681	orgB			Oxygen-regulated invasion protein OrgB
FMKKACNK_02895	CDS	579	orgA			Oxygen-regulated invasion protein OrgA
FMKKACNK_02896	CDS	759	prgK		COG4669	Lipoprotein PrgK
FMKKACNK_02897	CDS	306				hypothetical protein
FMKKACNK_02898	CDS	243	prgI			Protein PrgI
FMKKACNK_02899	CDS	1236	prgH			Protein PrgH
FMKKACNK_02900	CDS	930	rhaR_7			HTH-type transcriptional activator RhaR
FMKKACNK_02901	CDS	1662	hilA		COG0457	Transcriptional regulator HilA
FMKKACNK_02902	CDS	483				hypothetical protein
FMKKACNK_02903	CDS	1608	sptP			Secreted effector protein SptP
FMKKACNK_02904	CDS	393	sicP			Chaperone protein sicP
FMKKACNK_02905	CDS	261				hypothetical protein
FMKKACNK_02906	CDS	249	acpP_2		COG0236	Acyl carrier protein
FMKKACNK_02907	CDS	2058	sipA			Cell invasion protein SipA
FMKKACNK_02908	CDS	1032	sipD			Cell invasion protein SipD
FMKKACNK_02909	CDS	1230	sipC			Cell invasion protein SipC
FMKKACNK_02910	CDS	1782	sipB			Cell invasion protein SipB
FMKKACNK_02911	CDS	498	sicA		COG0457	Chaperone protein SicA
FMKKACNK_02912	CDS	1071	spaS		COG1377	Surface presentation of antigens protein SpaS
FMKKACNK_02913	CDS	792	spaR_1		COG4791	Surface presentation of antigens protein SpaR
FMKKACNK_02914	CDS	261	spaQ_1		COG4794	Surface presentation of antigens protein SpaQ
FMKKACNK_02915	CDS	675	spaP_1		COG4790	Surface presentation of antigens protein SpaP
FMKKACNK_02916	CDS	912	spaO		COG1886	Surface presentation of antigens protein SpaO
FMKKACNK_02917	CDS	1011				hypothetical protein
FMKKACNK_02918	CDS	444				hypothetical protein
FMKKACNK_02919	CDS	1296	spaL	7.1.2.2	COG1157	putative ATP synthase SpaL
FMKKACNK_02920	CDS	408	spaK			Surface presentation of antigens protein SpaK
FMKKACNK_02921	CDS	2058	invA		COG4789	Invasion protein InvA
FMKKACNK_02922	CDS	1119	mxiC			Protein MxiC
FMKKACNK_02923	CDS	1689	sctC_1		COG1450	Type 3 secretion system secretin
FMKKACNK_02924	CDS	750	invF			Invasion protein InvF
FMKKACNK_02925	CDS	444	invH			Type 3 secretion system pilotin
FMKKACNK_02926	CDS	450				hypothetical protein
FMKKACNK_02927	CDS	333				hypothetical protein
FMKKACNK_02928	CDS	327				hypothetical protein
FMKKACNK_02929	CDS	282				hypothetical protein
FMKKACNK_02930	CDS	528				hypothetical protein
FMKKACNK_02931	CDS	177				hypothetical protein
FMKKACNK_02932	CDS	657	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
FMKKACNK_02933	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
FMKKACNK_02934	CDS	381				hypothetical protein
FMKKACNK_02935	CDS	1209	jefA			Drug efflux pump JefA
FMKKACNK_02936	CDS	912	dmlR_8			HTH-type transcriptional regulator DmlR
FMKKACNK_02937	CDS	1497	gntT_2		COG2610	High-affinity gluconate transporter
FMKKACNK_02938	CDS	951	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
FMKKACNK_02939	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
FMKKACNK_02940	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
FMKKACNK_02941	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
FMKKACNK_02942	CDS	924	ltnD	1.1.1.411		L-threonate dehydrogenase
FMKKACNK_02943	CDS	765	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
FMKKACNK_02944	CDS	405	hosA			Transcriptional regulator HosA
FMKKACNK_02945	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
FMKKACNK_02946	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
FMKKACNK_02947	CDS	237	vdcD			Protein VdcD
FMKKACNK_02948	CDS	993	rpoS			RNA polymerase sigma factor RpoS
FMKKACNK_02949	CDS	1134	nlpD_1			Murein hydrolase activator NlpD
FMKKACNK_02950	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
FMKKACNK_02951	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
FMKKACNK_02952	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
FMKKACNK_02953	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
FMKKACNK_02954	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FMKKACNK_02955	CDS	312	ftsB		COG2919	Cell division protein FtsB
FMKKACNK_02956	CDS	324	ygbE			Inner membrane protein YgbE
FMKKACNK_02957	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
FMKKACNK_02958	CDS	1440	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
FMKKACNK_02959	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
FMKKACNK_02960	CDS	1047				hypothetical protein
	repeat_region	578				
	repeat_region	519				
FMKKACNK_02961	CDS	294	ygbF	3.1.-.-		CRISPR-associated endoribonuclease Cas2
FMKKACNK_02962	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
FMKKACNK_02963	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
FMKKACNK_02964	CDS	747				hypothetical protein
FMKKACNK_02965	CDS	1059	casC			CRISPR system Cascade subunit CasC
FMKKACNK_02966	CDS	561				hypothetical protein
FMKKACNK_02967	CDS	1557				hypothetical protein
FMKKACNK_02968	CDS	2664	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
FMKKACNK_02969	CDS	954	sopD			Secreted effector protein SopD
FMKKACNK_02970	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
FMKKACNK_02971	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
FMKKACNK_02972	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
FMKKACNK_02973	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
FMKKACNK_02974	CDS	798				hypothetical protein
	repeat_region	273				
FMKKACNK_02975	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
FMKKACNK_02976	CDS	1299	eno	4.2.1.11	COG0148	Enolase
FMKKACNK_02977	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
FMKKACNK_02978	CDS	801	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
FMKKACNK_02979	CDS	297	parE4		COG3668	Toxin ParE4
FMKKACNK_02980	CDS	288				hypothetical protein
FMKKACNK_02981	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
FMKKACNK_02982	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
FMKKACNK_02983	CDS	2757	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
FMKKACNK_02984	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
FMKKACNK_02985	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
FMKKACNK_02986	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
FMKKACNK_02987	CDS	1359	gudP_2			putative glucarate transporter
FMKKACNK_02988	CDS	450			COG0716	putative protein
FMKKACNK_02989	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
FMKKACNK_02990	CDS	330	yqcC		COG3098	putative protein YqcC
FMKKACNK_02991	CDS	546	syd			Protein Syd
FMKKACNK_02992	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
FMKKACNK_02993	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
FMKKACNK_02994	CDS	1290	sdaC		COG0814	Serine transporter
FMKKACNK_02995	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
FMKKACNK_02996	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
FMKKACNK_02997	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
FMKKACNK_02998	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
FMKKACNK_02999	CDS	1317	fucP_2		COG0738	L-fucose-proton symporter
FMKKACNK_03000	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
FMKKACNK_03001	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
FMKKACNK_03002	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
FMKKACNK_03003	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
FMKKACNK_03004	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
FMKKACNK_03005	CDS	396				hypothetical protein
FMKKACNK_03006	CDS	918	gcvA			Glycine cleavage system transcriptional activator
FMKKACNK_03007	CDS	123				hypothetical protein
FMKKACNK_03008	CDS	228	ygdR_1			putative lipoprotein YgdR
FMKKACNK_03009	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
FMKKACNK_03010	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
FMKKACNK_03011	CDS	915	rarD_2		COG2962	Protein RarD
FMKKACNK_03012	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
FMKKACNK_03013	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
FMKKACNK_03014	tRNA	77				tRNA-Met(cat)
FMKKACNK_03015	tRNA	77				tRNA-Met(cat)
FMKKACNK_03016	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
FMKKACNK_03017	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
FMKKACNK_03018	CDS	1836	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
FMKKACNK_03019	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
FMKKACNK_03020	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
FMKKACNK_03021	CDS	3372	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
FMKKACNK_03022	CDS	321				hypothetical protein
FMKKACNK_03023	CDS	408				hypothetical protein
FMKKACNK_03024	CDS	564				hypothetical protein
FMKKACNK_03025	CDS	471				hypothetical protein
FMKKACNK_03026	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
