locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDPPBKPF_02313	CDS	369				hypothetical protein
NDPPBKPF_02314	CDS	783				hypothetical protein
NDPPBKPF_02315	CDS	333				hypothetical protein
NDPPBKPF_02316	CDS	312				hypothetical protein
NDPPBKPF_02317	CDS	540				hypothetical protein
NDPPBKPF_02318	CDS	345				hypothetical protein
NDPPBKPF_02319	CDS	276				hypothetical protein
NDPPBKPF_02320	CDS	246				hypothetical protein
NDPPBKPF_02321	CDS	1005				hypothetical protein
NDPPBKPF_02322	CDS	1308				hypothetical protein
NDPPBKPF_02323	CDS	1401				hypothetical protein
NDPPBKPF_02324	CDS	1113				hypothetical protein
NDPPBKPF_02325	CDS	786				hypothetical protein
NDPPBKPF_02326	CDS	954				hypothetical protein
NDPPBKPF_02327	CDS	396				hypothetical protein
NDPPBKPF_02328	CDS	255				hypothetical protein
NDPPBKPF_02329	CDS	234				hypothetical protein
NDPPBKPF_02330	CDS	384				hypothetical protein
NDPPBKPF_02331	CDS	552				hypothetical protein
NDPPBKPF_02332	CDS	393				hypothetical protein
NDPPBKPF_02333	CDS	1173				hypothetical protein
NDPPBKPF_02334	CDS	483				hypothetical protein
NDPPBKPF_02335	CDS	168				hypothetical protein
NDPPBKPF_02336	CDS	627				hypothetical protein
NDPPBKPF_02337	CDS	2901				hypothetical protein
NDPPBKPF_02338	CDS	465				hypothetical protein
NDPPBKPF_02339	CDS	483				hypothetical protein
NDPPBKPF_02340	CDS	381				hypothetical protein
NDPPBKPF_02341	CDS	3075				hypothetical protein
NDPPBKPF_02342	CDS	2169				hypothetical protein
NDPPBKPF_02343	CDS	717				hypothetical protein
NDPPBKPF_02344	CDS	753				hypothetical protein
NDPPBKPF_02345	CDS	834	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
NDPPBKPF_02346	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
NDPPBKPF_02347	CDS	843	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
NDPPBKPF_02348	CDS	1656	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
NDPPBKPF_02349	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
NDPPBKPF_02350	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
NDPPBKPF_02351	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
NDPPBKPF_02352	CDS	813				hypothetical protein
NDPPBKPF_02353	CDS	105				hypothetical protein
NDPPBKPF_02354	CDS	372				hypothetical protein
NDPPBKPF_02355	CDS	1488		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
NDPPBKPF_02356	CDS	1251	ynfM			Inner membrane transport protein YnfM
NDPPBKPF_02357	CDS	903	hcaR			Hca operon transcriptional activator HcaR
NDPPBKPF_02358	CDS	1224	mlc		COG1940	Protein mlc
NDPPBKPF_02359	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
NDPPBKPF_02360	CDS	1296	clcB_1		COG0038	Voltage-gated ClC-type chloride channel ClcB
NDPPBKPF_02361	CDS	609	dmsD		COG3381	Tat proofreading chaperone DmsD
NDPPBKPF_02362	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
NDPPBKPF_02363	CDS	369	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
NDPPBKPF_02364	CDS	876	glnQ_5	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
NDPPBKPF_02365	CDS	720	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NDPPBKPF_02366	CDS	894	yjiE			HTH-type transcriptional regulator YjiE
NDPPBKPF_02367	CDS	1644	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
NDPPBKPF_02368	CDS	477				hypothetical protein
NDPPBKPF_02369	CDS	927	pcpR_2			PCP degradation transcriptional activation protein
NDPPBKPF_02370	CDS	1296	kgtP_2			Alpha-ketoglutarate permease
NDPPBKPF_02371	CDS	807	ais	5.3.3.7		Aconitate isomerase
NDPPBKPF_02372	CDS	900	cynR_3			HTH-type transcriptional regulator CynR
NDPPBKPF_02373	CDS	483				hypothetical protein
NDPPBKPF_02374	CDS	768	rluA_2	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
NDPPBKPF_02375	CDS	540				hypothetical protein
NDPPBKPF_02376	CDS	330				hypothetical protein
NDPPBKPF_02377	CDS	1341				hypothetical protein
NDPPBKPF_02378	CDS	654				hypothetical protein
NDPPBKPF_02379	CDS	1698	ompA_2			Outer membrane protein A
NDPPBKPF_02380	CDS	2487				hypothetical protein
NDPPBKPF_02381	CDS	210				hypothetical protein
NDPPBKPF_02382	CDS	582				hypothetical protein
NDPPBKPF_02383	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
NDPPBKPF_02384	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
NDPPBKPF_02385	CDS	234	ydcY			putative protein YdcY
NDPPBKPF_02386	CDS	1599	dppA_1		COG0747	Periplasmic dipeptide transport protein
NDPPBKPF_02387	CDS	1434	vdh	1.2.1.67		Vanillin dehydrogenase
NDPPBKPF_02388	CDS	750	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NDPPBKPF_02389	CDS	174	ortT			Orphan toxin OrtT
NDPPBKPF_02390	CDS	93				hypothetical protein
NDPPBKPF_02391	CDS	123				hypothetical protein
NDPPBKPF_02392	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NDPPBKPF_02393	CDS	807	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NDPPBKPF_02394	CDS	930	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
NDPPBKPF_02395	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NDPPBKPF_02396	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
NDPPBKPF_02397	CDS	1413	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
NDPPBKPF_02398	CDS	99				hypothetical protein
NDPPBKPF_02399	CDS	1398				hypothetical protein
NDPPBKPF_02400	CDS	1011	cydB_2	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
NDPPBKPF_02401	CDS	126				hypothetical protein
NDPPBKPF_02402	CDS	327				hypothetical protein
NDPPBKPF_02403	CDS	231				hypothetical protein
NDPPBKPF_02404	CDS	1962	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
NDPPBKPF_02405	CDS	570	sutR_2		COG1396	HTH-type transcriptional regulator SutR
NDPPBKPF_02406	CDS	1167	ydcO		COG3135	Inner membrane protein YdcO
NDPPBKPF_02407	CDS	870	rhaR_4			HTH-type transcriptional activator RhaR
NDPPBKPF_02408	CDS	897				hypothetical protein
NDPPBKPF_02409	CDS	669				hypothetical protein
NDPPBKPF_02410	CDS	591	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
NDPPBKPF_02411	CDS	1005	tehA		COG1275	Tellurite resistance protein TehA
NDPPBKPF_02412	CDS	981				hypothetical protein
NDPPBKPF_02413	CDS	579	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
NDPPBKPF_02414	CDS	1845	mdoD		COG3131	Glucans biosynthesis protein D
NDPPBKPF_02415	CDS	1089	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
NDPPBKPF_02416	CDS	1506	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
NDPPBKPF_02417	CDS	1344			COG5383	putative protein
NDPPBKPF_02418	CDS	741	pcaH	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase beta chain
NDPPBKPF_02419	CDS	621	pcaG	1.13.11.3	COG3485	Protocatechuate 3,4-dioxygenase alpha chain
NDPPBKPF_02420	CDS	924	gbpR			HTH-type transcriptional regulator GbpR
NDPPBKPF_02421	CDS	2373	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
NDPPBKPF_02422	CDS	1119	frmA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
NDPPBKPF_02423	CDS	276	frmR_2		COG1937	Transcriptional repressor FrmR
NDPPBKPF_02424	CDS	528	cybB		COG3038	Cytochrome b561
NDPPBKPF_02425	CDS	363				hypothetical protein
NDPPBKPF_02426	CDS	186				hypothetical protein
NDPPBKPF_02427	CDS	465				hypothetical protein
NDPPBKPF_02428	CDS	1218				putative transporter
NDPPBKPF_02429	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
NDPPBKPF_02430	CDS	1041	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
NDPPBKPF_02431	CDS	1371	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
NDPPBKPF_02432	CDS	216	ydgT			Transcription modulator YdgT
NDPPBKPF_02433	CDS	441	ydgK			Inner membrane protein YdgK
NDPPBKPF_02434	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
NDPPBKPF_02435	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
NDPPBKPF_02436	CDS	597				hypothetical protein
NDPPBKPF_02437	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
NDPPBKPF_02438	CDS	1179	ynjB		COG4134	Protein YnjB
NDPPBKPF_02439	CDS	561				hypothetical protein
NDPPBKPF_02440	CDS	711	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
NDPPBKPF_02441	CDS	657				hypothetical protein
NDPPBKPF_02442	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
NDPPBKPF_02443	CDS	1221	astC_1	2.6.1.81	COG4992	Succinylornithine transaminase
NDPPBKPF_02444	CDS	1035	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
NDPPBKPF_02445	CDS	1479	astD_1	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
NDPPBKPF_02446	CDS	294				hypothetical protein
NDPPBKPF_02447	CDS	915				hypothetical protein
NDPPBKPF_02448	CDS	216				hypothetical protein
NDPPBKPF_02449	CDS	321	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
NDPPBKPF_02450	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
NDPPBKPF_02451	CDS	624	ynjF		COG0558	Inner membrane protein YnjF
NDPPBKPF_02452	CDS	411	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
NDPPBKPF_02453	CDS	1344	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
NDPPBKPF_02454	CDS	981	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
NDPPBKPF_02455	CDS	1947	topB	5.6.2.1	COG0550	DNA topoisomerase 3
NDPPBKPF_02456	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
NDPPBKPF_02457	CDS	747	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
NDPPBKPF_02458	CDS	603				hypothetical protein
NDPPBKPF_02459	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
NDPPBKPF_02460	CDS	1854	sppA	3.4.21.-	COG0616	Protease 4
NDPPBKPF_02461	CDS	1020	ansA	3.5.1.1	COG0252	L-asparaginase 1
NDPPBKPF_02462	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
NDPPBKPF_02463	CDS	1254	chiA1	3.2.1.14		Chitinase A1
NDPPBKPF_02464	CDS	345				hypothetical protein
NDPPBKPF_02465	CDS	279				hypothetical protein
NDPPBKPF_02466	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
NDPPBKPF_02467	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
NDPPBKPF_02468	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
NDPPBKPF_02469	CDS	855				hypothetical protein
NDPPBKPF_02470	CDS	747	mipA		COG3713	MltA-interacting protein
NDPPBKPF_02471	CDS	1935				hypothetical protein
NDPPBKPF_02472	CDS	1284				hypothetical protein
NDPPBKPF_02473	CDS	564				hypothetical protein
NDPPBKPF_02474	CDS	483	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
NDPPBKPF_02475	CDS	312				hypothetical protein
NDPPBKPF_02476	CDS	882	dmlR_10			HTH-type transcriptional regulator DmlR
NDPPBKPF_02477	CDS	1218	sotB_3			Sugar efflux transporter B
NDPPBKPF_02478	CDS	750	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
NDPPBKPF_02479	CDS	906	pgrR_3			HTH-type transcriptional regulator PgrR
NDPPBKPF_02480	CDS	1266	umuC_2		COG0389	Protein UmuC
NDPPBKPF_02481	CDS	420	umuD_2	3.4.21.-	COG1974	Protein UmuD
NDPPBKPF_02482	CDS	243				hypothetical protein
NDPPBKPF_02483	CDS	1140				hypothetical protein
NDPPBKPF_02484	CDS	501				hypothetical protein
NDPPBKPF_02485	CDS	447				hypothetical protein
NDPPBKPF_02486	CDS	792	nimR_3			HTH-type transcriptional regulator NimR
NDPPBKPF_02487	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
NDPPBKPF_02488	CDS	693	pyrG_1	6.3.4.2		CTP synthase
NDPPBKPF_02489	CDS	510				hypothetical protein
NDPPBKPF_02490	CDS	357				hypothetical protein
NDPPBKPF_02491	CDS	240				hypothetical protein
NDPPBKPF_02492	CDS	1140				hypothetical protein
NDPPBKPF_02493	CDS	1173	gpFI_2			Putative prophage major tail sheath protein
NDPPBKPF_02494	CDS	516				hypothetical protein
NDPPBKPF_02495	CDS	318				hypothetical protein
NDPPBKPF_02496	CDS	2976				hypothetical protein
NDPPBKPF_02497	CDS	492				hypothetical protein
NDPPBKPF_02498	CDS	1359				hypothetical protein
NDPPBKPF_02499	CDS	1098				hypothetical protein
NDPPBKPF_02500	CDS	213				hypothetical protein
NDPPBKPF_02501	CDS	3027				hypothetical protein
NDPPBKPF_02502	CDS	924				hypothetical protein
NDPPBKPF_02503	CDS	351				hypothetical protein
NDPPBKPF_02504	CDS	588				hypothetical protein
NDPPBKPF_02505	CDS	636				hypothetical protein
NDPPBKPF_02506	CDS	468				hypothetical protein
NDPPBKPF_02507	CDS	321				hypothetical protein
NDPPBKPF_02508	CDS	546				hypothetical protein
NDPPBKPF_02509	CDS	279				hypothetical protein
NDPPBKPF_02510	CDS	201				hypothetical protein
NDPPBKPF_02511	CDS	516				hypothetical protein
NDPPBKPF_02512	CDS	867				hypothetical protein
NDPPBKPF_02513	CDS	1035				hypothetical protein
NDPPBKPF_02514	CDS	840				hypothetical protein
NDPPBKPF_02515	CDS	1728				hypothetical protein
NDPPBKPF_02516	CDS	1053				hypothetical protein
NDPPBKPF_02517	CDS	747				hypothetical protein
NDPPBKPF_02518	CDS	1017				hypothetical protein
NDPPBKPF_02519	CDS	1947				hypothetical protein
NDPPBKPF_02520	CDS	2148				hypothetical protein
NDPPBKPF_02521	CDS	936	dam_2	2.1.1.72	COG0338	DNA adenine methylase
NDPPBKPF_02522	CDS	228				hypothetical protein
NDPPBKPF_02523	CDS	567				hypothetical protein
NDPPBKPF_02524	CDS	225				hypothetical protein
NDPPBKPF_02525	CDS	264				hypothetical protein
NDPPBKPF_02526	CDS	378				hypothetical protein
NDPPBKPF_02527	CDS	219				hypothetical protein
NDPPBKPF_02528	CDS	279				hypothetical protein
NDPPBKPF_02529	CDS	300				hypothetical protein
NDPPBKPF_02530	CDS	984	xerC_5			Tyrosine recombinase XerC
NDPPBKPF_02531	CDS	1014	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
NDPPBKPF_02532	CDS	102	yoaK			putative membrane protein YoaK
NDPPBKPF_02533	CDS	264				hypothetical protein
NDPPBKPF_02534	CDS	639	leuE_1		COG1280	Leucine efflux protein
NDPPBKPF_02535	CDS	915	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
NDPPBKPF_02536	CDS	1044	ansB	3.5.1.1		L-asparaginase
NDPPBKPF_02537	CDS	1209		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
NDPPBKPF_02538	CDS	1785				hypothetical protein
NDPPBKPF_02539	CDS	891	gltC_3			HTH-type transcriptional regulator GltC
NDPPBKPF_02540	CDS	1509	lpdC_1	4.1.1.59	COG0043	Gallate decarboxylase
NDPPBKPF_02541	CDS	687	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
NDPPBKPF_02542	CDS	633				hypothetical protein
NDPPBKPF_02543	CDS	105				hypothetical protein
NDPPBKPF_02544	CDS	198				hypothetical protein
NDPPBKPF_02545	CDS	1011	cydB_3	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
NDPPBKPF_02546	CDS	1407	cydA_3	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
NDPPBKPF_02547	CDS	888				hypothetical protein
NDPPBKPF_02548	CDS	507	yciE_1		COG3685	Protein YciE
NDPPBKPF_02549	CDS	495	yciF		COG3685	Protein YciF
NDPPBKPF_02550	CDS	186				hypothetical protein
NDPPBKPF_02551	CDS	1194		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
NDPPBKPF_02552	CDS	228				hypothetical protein
NDPPBKPF_02553	CDS	324				hypothetical protein
NDPPBKPF_02554	CDS	393				hypothetical protein
NDPPBKPF_02555	CDS	714				hypothetical protein
NDPPBKPF_02556	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NDPPBKPF_02557	CDS	651	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
NDPPBKPF_02558	CDS	459	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
NDPPBKPF_02559	CDS	1167	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
NDPPBKPF_02560	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
NDPPBKPF_02561	CDS	210	purB_1	4.3.2.2	COG0015	Adenylosuccinate lyase
NDPPBKPF_02562	CDS	1176	purB_2	4.3.2.2	COG0015	Adenylosuccinate lyase
NDPPBKPF_02563	CDS	363				hypothetical protein
NDPPBKPF_02564	CDS	807				hypothetical protein
NDPPBKPF_02565	CDS	672	phoP_1			Virulence transcriptional regulatory protein PhoP
NDPPBKPF_02566	CDS	1467	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
NDPPBKPF_02567	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
NDPPBKPF_02568	CDS	1233	pepT	3.4.11.4	COG2195	Peptidase T
NDPPBKPF_02569	CDS	1137	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NDPPBKPF_02570	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
NDPPBKPF_02571	CDS	786	ydcV_2			Inner membrane ABC transporter permease protein YdcV
NDPPBKPF_02572	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
NDPPBKPF_02573	CDS	1725				hypothetical protein
NDPPBKPF_02574	CDS	1629	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
NDPPBKPF_02575	CDS	1902	tktA_1	2.2.1.1	COG0021	Transketolase 1
NDPPBKPF_02576	CDS	1482				Tn3 family transposase Tn2
NDPPBKPF_02577	CDS	705				IS6 family transposase IS26
NDPPBKPF_02578	CDS	273	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
NDPPBKPF_02579	CDS	1053	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
NDPPBKPF_02580	CDS	624	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
NDPPBKPF_02581	CDS	699	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
NDPPBKPF_02582	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
NDPPBKPF_02583	CDS	258				hypothetical protein
NDPPBKPF_02584	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
NDPPBKPF_02585	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
NDPPBKPF_02586	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
NDPPBKPF_02587	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
NDPPBKPF_02588	CDS	663	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
NDPPBKPF_02589	CDS	360	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
NDPPBKPF_02590	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
NDPPBKPF_02591	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
NDPPBKPF_02592	CDS	1362				hypothetical protein
NDPPBKPF_02593	CDS	435	slyA_1		COG1846	Transcriptional regulator SlyA
NDPPBKPF_02594	CDS	237				hypothetical protein
NDPPBKPF_02595	CDS	897	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NDPPBKPF_02596	CDS	2025	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
NDPPBKPF_02597	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
NDPPBKPF_02598	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
NDPPBKPF_02599	CDS	240				hypothetical protein
NDPPBKPF_02600	CDS	600	nemR			HTH-type transcriptional repressor NemR
NDPPBKPF_02601	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
NDPPBKPF_02602	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
NDPPBKPF_02603	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
NDPPBKPF_02604	CDS	348	grxD		COG0278	Glutaredoxin 4
NDPPBKPF_02605	CDS	873	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
NDPPBKPF_02606	CDS	486	rhaS_5			HTH-type transcriptional activator RhaS
NDPPBKPF_02607	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
NDPPBKPF_02608	CDS	1167	ydhP_1		COG2814	Inner membrane transport protein YdhP
NDPPBKPF_02609	CDS	93				hypothetical protein
NDPPBKPF_02610	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
NDPPBKPF_02611	CDS	1005	yahB			putative HTH-type transcriptional regulator YahB
NDPPBKPF_02612	CDS	1236	ydhC			Inner membrane transport protein YdhC
NDPPBKPF_02613	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
NDPPBKPF_02614	CDS	636	ribC	2.5.1.9	COG0307	Riboflavin synthase
NDPPBKPF_02615	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
NDPPBKPF_02616	CDS	237	asr			Acid shock protein
NDPPBKPF_02617	CDS	579		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
NDPPBKPF_02618	tRNA	77				tRNA-Val(gac)
NDPPBKPF_02619	tRNA	77				tRNA-Val(gac)
NDPPBKPF_02620	tRNA	77				tRNA-Val(gac)
NDPPBKPF_02621	CDS	753	ydfG_2	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
NDPPBKPF_02622	CDS	927			COG3039	IS5 family transposase IS4811
NDPPBKPF_02623	CDS	885	gcvA_3			Glycine cleavage system transcriptional activator
NDPPBKPF_02624	CDS	516				hypothetical protein
NDPPBKPF_02625	CDS	837				hypothetical protein
NDPPBKPF_02626	CDS	150				hypothetical protein
NDPPBKPF_02627	CDS	435				hypothetical protein
NDPPBKPF_02628	CDS	699				hypothetical protein
NDPPBKPF_02629	CDS	210				hypothetical protein
NDPPBKPF_02630	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
NDPPBKPF_02631	CDS	630	rhtC_2		COG1280	Threonine efflux protein
NDPPBKPF_02632	CDS	771	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
NDPPBKPF_02633	CDS	384				hypothetical protein
NDPPBKPF_02634	CDS	684	cat3	2.3.1.28		Chloramphenicol acetyltransferase 3
NDPPBKPF_02635	CDS	1704	appA			Oligopeptide-binding protein AppA
NDPPBKPF_02636	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NDPPBKPF_02637	CDS	948	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
NDPPBKPF_02638	CDS	981	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
NDPPBKPF_02639	CDS	972	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
NDPPBKPF_02640	CDS	528				hypothetical protein
NDPPBKPF_02641	CDS	489				hypothetical protein
NDPPBKPF_02642	CDS	285				hypothetical protein
NDPPBKPF_02643	CDS	1533	stp			Multidrug resistance protein Stp
NDPPBKPF_02644	CDS	924	dmlR_11			HTH-type transcriptional regulator DmlR
NDPPBKPF_02645	CDS	927	rbsK_3	2.7.1.15	COG0524	Ribokinase
NDPPBKPF_02646	CDS	882	murR_2			HTH-type transcriptional regulator MurR
NDPPBKPF_02647	CDS	954	apsI	5.3.1.-	COG4952	D-apiose isomerase
NDPPBKPF_02648	CDS	1236	csbX_1		COG0477	Alpha-ketoglutarate permease
NDPPBKPF_02649	CDS	1032				IS630 family transposase ISEc33
NDPPBKPF_02650	CDS	534	phnV_1		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
NDPPBKPF_02651	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
NDPPBKPF_02652	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
NDPPBKPF_02653	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
NDPPBKPF_02654	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
NDPPBKPF_02655	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
NDPPBKPF_02656	CDS	1383	narU		COG2223	Nitrate/nitrite transporter NarU
NDPPBKPF_02657	CDS	537				hypothetical protein
NDPPBKPF_02658	CDS	1500	smvA			Methyl viologen resistance protein SmvA
NDPPBKPF_02659	CDS	798	pcaR_2		COG1414	Pca regulon regulatory protein
NDPPBKPF_02660	CDS	1119	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
NDPPBKPF_02661	CDS	291	catC	5.3.3.4	COG4829	Muconolactone Delta-isomerase
NDPPBKPF_02662	CDS	927	catA	1.13.11.1	COG3485	Catechol 1,2-dioxygenase
NDPPBKPF_02663	CDS	1383	cbdA	1.14.12.13		2-halobenzoate 1,2-dioxygenase large subunit
NDPPBKPF_02664	CDS	486	cbdB	1.14.12.13		2-halobenzoate 1,2-dioxygenase small subunit
NDPPBKPF_02665	CDS	1017	benC		COG0543	Benzoate 1,2-dioxygenase electron transfer component
NDPPBKPF_02666	CDS	774	lvr	1.1.1.-		Levodione reductase
NDPPBKPF_02667	CDS	879	yddG		COG0697	Aromatic amino acid exporter YddG
NDPPBKPF_02668	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
